ID,EC,OM,BD,P,SAND,SILT,CLAY,N,K,Ca,Mg,Na,CEC,SAR,ESP,Class.pH
3932,0.6,1.5,1.6,70.6,57.5,23.3,19.2,0.1,0.4,3.1,0.5,30.12,5.7,0,0,Moderately acidic
3935,10.2,0.8,1.4,10.1,27.5,2.2,38.5,0.1,0.9,4.2,1.9,0.1,8.5,0,0,Strongly alkaline
3936,4.5,3.1,1.3,98,7.5,8.2,52.5,0.2,31.12,7.3,1.4,0.1,11.3,0,0,Moderately alkaline
3937,1.7,1.7,1.4,NA,36.9,25.1,37.1,0.1,1.1,12.1,2.8,0.7,14.8,0.1,0,Neutral
3940,11.4,2.5,1.3,4.1,29.5,8.2,30.5,0.1,2.8,3.1,3,0.2,19,0.1,0,Neutral
3941,0.3,1.7,1.5,NA,52.8,19.3,28,0.1,1.1,43.6,1.3,0.4,33.6,0,0,Moderately alkaline
3942,1.1,3.6,1.2,NA,24.8,35.3,40,0.2,2.3,33.3,2.4,0.6,38.4,0,0,Moderately alkaline
3943,3.9,1.4,1.4,NA,65.5,11.1,22.5,0,0.7,23.9,1.2,0.1,8.7,0,0,Strongly alkaline
3944,0.5,1.9,1.3,NA,6.2,16.7,77.1,0.1,1.6,29.9,3.4,0.4,22.2,0,0,Moderately alkaline
3945,0.7,1.1,1.3,NA,6.2,40.7,53.1,0.1,0.9,14.1,7.3,12.1,18,1.1,0.7,Moderately alkaline
3946,5.5,1.4,1.3,NA,40.9,19.1,39.1,0.2,0.3,39.5,1.9,0.5,22.5,0,0,Moderately alkaline
3951,0.4,2.5,1.3,10.8,62.2,17.1,19.8,0,31.12,26.4,5.1,0.3,16.6,0,0,Moderately alkaline
3952,0.6,1.6,1.4,4.1,53.5,19.1,26.5,0.1,1.8,2.8,4,0.7,19.4,0.2,0,Moderately alkaline
3953,0.6,1.1,1.4,11.3,30.2,17.1,51.8,0.1,2.7,54,8.6,0.9,22,0,0,Moderately alkaline
3954,3.6,1.1,1.3,4.1,27.5,12.2,28.5,0.1,0.6,0,1.3,4.2,5.2,4.7,0.8,Moderately alkaline
3957,8,1.6,1.4,9.2,8,26.2,34,0.1,1.7,79.8,9.9,4.3,45.7,0.1,0.1,Moderately alkaline
3960,2.9,1.8,1.4,14.4,54.9,27.3,17.8,0.1,0.2,1.8,0.5,0.5,12.7,0.4,0,Strongly acidic
3961,10.1,1.6,1.3,8.2,30.2,42.7,27.1,0.1,3.1,39.9,2.3,8.9,33.7,0.3,0.3,Moderately alkaline
3962,0.4,2.8,1.3,12.7,34.2,23.1,41.8,0.1,2.4,38.5,9.6,3.2,38,0.1,0.1,Moderately alkaline
3964,0.8,1.6,1.4,12.3,24.2,29.1,45.8,0.1,1.9,17.6,5.9,4.5,24.5,0.3,0.2,Moderately alkaline
3965,3.9,2.2,1.3,8.1,28.2,40.7,31.1,0.1,3.7,32.1,4.2,1.2,18.9,0.1,0.1,Moderately alkaline
3970,0.4,1.3,1.4,10.3,26.2,6.2,35.8,0.1,1.7,30,4.2,0.7,27.3,0,0,Moderately alkaline
3971,1.1,1.3,1.3,4,16.2,17.1,65.8,0.1,2.7,3.2,1.5,4.7,29.4,1.9,0.2,Moderately alkaline
3972,0.3,1.3,1.4,11.3,24.2,4.2,39.8,0,1.1,46.3,2.3,1.9,27.2,0.1,0.1,Strongly alkaline
3973,1,1.3,1.3,21.6,37.5,23.1,38.5,0.1,31.12,8.6,6.7,30.12,13,0,0,Moderately acidic
3974,0.6,1.6,1.4,41.1,50.2,17.1,31.8,0.2,3.1,54.5,3.4,1.1,23.3,0,0,Neutral
3979,0.4,1.1,1.3,6.9,24,63.3,12.7,0.1,0.5,20.5,2.6,0.6,1.7,0,0.3,Moderately alkaline
3980,0.5,1.1,1.3,5.9,16,29.3,54.7,0.2,0.9,29.7,4.9,0.6,19.7,0,0,Strongly alkaline
3981,0.7,3.3,1.2,10.8,76.2,11.1,11.8,0.1,0.8,5.3,3.2,0.4,7.8,0.1,0,Moderately alkaline
3982,0.7,2.8,1.3,74.5,34.9,27.8,37.2,0.2,2.5,29.4,5.3,0.8,48.4,0,0,Neutral
3983,1.5,4.4,31.12,23.5,34.9,33.3,31.8,0.2,2.1,8.5,2.3,2.1,40.5,0.3,0.1,Moderately acidic
3984,0.4,3.1,1.4,27.5,26.9,31.3,41.8,0.1,1.3,3.3,6.6,1.1,23.2,0.2,0,Moderately alkaline
3985,0.2,2.5,1.3,20.6,39.5,20.7,39.8,0.2,0.4,9.5,2.8,2.5,57,0.4,0,Strongly acidic
3987,16.2,0.5,1.3,61.6,4,25.1,70,0.1,1.1,77.7,2.8,1.1,66.7,0,0,Moderately alkaline
3988,3.8,1.3,1.4,4.1,44.2,21.3,34.5,0.1,2.8,60,5.3,0.1,64.4,0,0,Moderately alkaline
3989,1.2,1.1,1.3,8.2,40,29.1,30,0.1,0.3,22,1.2,0.2,5.5,0,0,Moderately alkaline
3990,1.2,1.8,1.2,70.5,73.5,7.3,19.2,0.1,0.4,0.7,0,30.12,4.1,0,0,Moderately acidic
3991,0.5,0.8,1.3,6.1,15.5,8.2,44.5,0.1,1.4,1.7,1.4,0.9,23.5,0.6,0,Strongly alkaline
3992,0.6,1.6,1.3,12.2,42.9,8.2,17.1,0,0.5,10.4,1.3,0.4,10.9,0.1,0,Moderately alkaline
3996,2.3,1.6,1.4,19.5,21.5,22.7,55.8,0.1,0.7,21,2.3,1.1,38.4,0.1,0,Neutral
3998,0.5,1.6,1.3,7.2,16,23.1,60,0.1,0.3,25.9,1.9,0.1,14.1,0,0,Strongly alkaline
3999,2.1,1.3,1.4,4.1,20.2,44.7,35.1,0,31.12,21.5,6.6,0.5,65.4,0,0,Moderately acidic
4006,0.6,2.8,1.3,14.7,77.5,13.3,9.2,0,30.12,4.4,2,0.3,4.2,0.1,0.1,Neutral
4007,0.3,2.5,1.3,2.9,14.9,21.3,63.8,0.1,0.9,4.2,12.2,1.8,35.6,0.2,0.1,Neutral
4010,1.4,1.8,1.3,16.4,36.2,42.7,21.1,0.1,0.2,0.2,0.9,0.3,25.8,0.5,0,Strongly acidic
4012,0.6,1.6,1.5,4.1,24.2,44.7,31.1,0.1,1.1,18.5,6.4,0.4,32.9,0,0,Moderately acidic
4014,0.6,1.8,1.3,15.4,78.2,12.7,9.1,0.1,0.1,1.8,0.3,0.2,4.2,0.1,0,Moderately acidic
4015,0.5,1.6,1.3,12.2,52.9,2.2,13.1,0,0.5,20.5,2.1,0.7,7.4,0,0.1,Moderately alkaline
4016,4,2.2,1.3,14.2,67.5,19.1,12.5,0.1,31.12,3.1,3.1,0.1,9.6,0,0,Moderately acidic
4018,3,1.3,1.3,8.2,25.5,17.3,57.2,0.1,1.5,16.9,1.1,0.6,18.2,0.1,0,Moderately alkaline
4021,0.2,0.8,1.4,6.1,67.5,13.1,18.5,0,0.8,23.3,1.5,0.5,7.7,0,0.1,Strongly alkaline
4022,0.3,2.5,1.3,8.1,6.2,36.7,57.1,0.1,2.2,44.2,5,1.4,36.1,0,0,Moderately alkaline
4023,3.3,1.1,1.2,6.1,24.9,31.1,43.1,0,4.9,65.1,4.6,1.1,31.7,0,0.1,Moderately alkaline
4026,2.9,1.6,1.3,24.7,59.5,31.3,9.2,0.4,0.3,2,0.6,30.12,9.4,0,0,Moderately acidic
4027,0.8,2.4,1.3,11.1,52.2,7.1,39.8,0.1,1.1,9.7,4.6,0.2,3.4,0,0,Moderately acidic
4029,6,2.1,1.4,12.3,39.5,16.7,43.8,0.1,0.5,42.4,5.2,10.3,36.9,0.3,0.3,Strongly alkaline
4035,1.5,2.1,1.2,46.3,52.9,19.3,27.8,0.1,1.1,20.8,8.6,0.6,36.5,0,0,Neutral
4036,1.5,1.8,1.3,62.4,8,29.1,62,0.2,0.4,60.2,1,0.9,45.6,0,0,Moderately alkaline
4037,0.7,2.4,1.3,10.3,28.9,31.3,39.8,0.1,1.3,43.2,6,1.1,18.6,0.1,0.1,Moderately alkaline
4040,0.7,0.3,1.3,8.2,57.5,11.3,31.2,0.1,0.6,23.1,1.9,0.8,10.4,0.1,0.1,Moderately alkaline
4041,0.4,0.5,1.2,8.2,27.5,19.3,53.2,0.1,1.4,17.5,1.3,0.8,16.8,0.1,0,Moderately alkaline
4045,2,2.6,1.3,14.1,44,4.2,20,0.2,30.12,5.1,1.7,0.6,18.7,0.2,0,Moderately acidic
4046,1.4,2.6,1.2,12.3,10.2,18.2,39.8,0.1,2.5,25.4,5.5,0.5,31.1,0,0,Moderately alkaline
4047,0.5,1.1,1.3,23.2,10.2,27.1,61.8,0.2,0.5,0,0.6,1.7,2,4.2,0.9,Moderately acidic
4048,1.8,2.9,1.3,58.4,8,30.7,61.2,0.2,1.1,83.2,3,0.8,70.8,0,0,Moderately alkaline
4049,0.5,2.4,1.2,42.3,48.2,27.1,23.8,0.1,0.6,5,1.3,0.9,20.3,0.2,0,Strongly acidic
4050,1.9,1.6,1.3,50.3,26.2,32.7,41.1,0.1,1.6,6.9,2,30.12,21.7,0,0,Moderately acidic
4051,1.1,2.4,1.2,38.3,44.2,19.1,35.8,0.2,1.8,13.4,4,31.12,35.3,0.1,0,Strongly acidic
4054,0.7,1.1,1.3,6.2,45.5,19.3,35.2,0.1,1.1,16.1,2.2,0.6,13.8,0.1,0,Strongly alkaline
4055,0.5,1.6,1.3,8.2,37.5,17.3,45.2,0.2,1.2,0.8,2.7,31.12,17,0.5,0.1,Moderately alkaline
4056,0.4,1.3,1.3,5.1,12,14.7,73.2,0.1,1.6,74.8,13.3,1.1,83.5,0,0,Moderately alkaline
4057,1.7,2.4,1.3,22.6,10.2,21.1,67.8,0.1,1.1,0,4.6,1.1,6.8,0.6,0.3,Moderately acidic
4058,0.5,1.8,1.3,18.5,19.5,21.1,58.5,0.1,1.5,56.5,14.7,1.5,41,0,0,Moderately alkaline
4059,0.4,2.4,1.3,14.4,25.5,27.1,46.5,0.2,0.9,50.2,2.1,0.5,9.8,0,0.1,Moderately alkaline
4060,0.3,2.9,1.3,23.6,77.5,9.1,12.5,0,1.1,6.9,1.6,0.4,14.2,0.1,0,Moderately alkaline
4064,0.7,2.4,1.3,1,58.2,15.1,25.8,0.1,1.5,5.7,6.5,0.1,13.4,0,0,Strongly acidic
4065,2.9,1.6,1.4,53.4,68.2,17.1,13.8,0,1.9,3.9,1.7,0.4,5.6,0.1,0.1,Moderately acidic
4067,0.9,1.1,1.5,10.3,28.2,21.1,49.8,0.1,2.2,30.7,5.9,0.8,26.2,0,0,Moderately alkaline
4068,0.4,2.2,1.4,17.1,14.2,2.2,51.8,0,0.3,39.1,1.8,30.12,29.5,0,0,Neutral
4078,0.8,2.1,1.3,12.3,31.5,36.7,31.8,0.1,3.3,28.4,6.1,4.1,21.6,0.2,0.2,Moderately alkaline
4079,1,1.8,1.4,2.1,24.8,27.3,48,0.3,1.7,16.9,3.3,2.9,27.7,0.2,0.1,Neutral
4080,4.2,2.4,1.3,44.3,65.5,17.1,16.5,0.2,0.5,2.1,0.8,30.12,6.6,0,0,Strongly acidic
4081,0.5,1.8,1.3,44.3,13.5,4.2,50.5,0.1,0.3,0.1,2.4,2.2,4.1,1.3,0.5,Moderately acidic
4082,1.3,2.9,1.2,54.4,48.2,20.7,31.1,0.1,1.7,17.1,3,0.2,24.5,0,0,Moderately alkaline
4083,1,1.6,1.4,4.1,16.2,18.7,65.1,0.1,1.7,14.9,2.9,0.1,36.8,0,0,Moderately acidic
4086,0.7,1.3,1.3,61.6,66.9,15.3,17.8,0.1,3.3,28.7,1.9,1.3,28.3,0.1,0,Moderately alkaline
4087,0.4,1.3,1.4,32.9,20,39.3,40.7,0.3,0.5,40.4,3.8,0.2,15.3,0,0,Moderately alkaline
4088,0.6,1.6,1.4,5.1,42.9,23.3,33.8,0.1,1.2,10,2.9,0.7,23.2,0.1,0,Moderately acidic
4090,1,2.1,1.5,12.3,16.9,6.2,45.1,0.1,1.7,38.6,6.5,4.1,33.1,0.2,0.2,Moderately alkaline
4091,0.5,2.1,31.12,14.4,14.9,23.3,61.8,0.1,0.1,52.4,9.6,0.5,29.3,0,0,Moderately alkaline
4092,1.7,0.3,1.4,9.2,36,2.2,30,0.1,1.4,38.6,1.9,0.8,28.3,0,0,Moderately alkaline
4099,0.6,2.1,1.3,14.1,50,25.1,24,0.1,30.12,4.7,1.5,0.8,16.3,0.2,0.1,Moderately acidic
4100,0.7,1.5,1.3,8.1,8.2,30.7,61.1,0.1,1.8,40.3,2.7,31.12,24.4,0,0,Moderately alkaline
4101,0.7,2.8,1.3,22.1,20.9,25.1,53.1,0.2,0.8,0.2,1.3,30.12,22.4,0,0,Strongly acidic
4105,8.3,1.8,1.4,58.4,10,24.7,65.2,0.1,0.5,71.8,3.3,2.4,55.9,0,0,Strongly alkaline
4106,1.7,1.1,1.3,7.2,40,25.3,34.7,0.1,2.5,8.9,14.6,0.8,27.9,0.1,0,Moderately alkaline
4107,1.8,2.4,1.3,24.2,47.5,21.3,31.2,0.1,0.8,7.7,5.8,0.7,15,0.1,0,Neutral
4108,1,1.6,1.4,28.8,19.5,15.3,65.2,0.1,0.1,24.3,11,0.3,38.6,0,0,Moderately acidic
4109,2.2,1.1,1.4,55.5,12,24.7,63.2,0.1,1.3,79.6,6,2.6,72.2,0,0,Strongly alkaline
4111,10.1,1.1,1.4,12.3,10.9,8.2,49.1,0.1,1.3,36,6.6,2.3,26.5,0.1,0.1,Moderately alkaline
4112,6.3,1.8,1.3,2.1,22,44.7,33.2,0.1,1.9,12.2,4.5,1.7,22.3,0.2,0.1,Moderately alkaline
4113,0.3,1.3,1.3,4.1,26.2,22.7,51.1,0.1,1.8,9,2.2,0.2,31,0,0,Moderately acidic
4114,0.7,2.1,1.3,1,31.5,21.3,47.2,0.1,1.1,18.3,2.3,0.2,26.4,0,0,Moderately alkaline
4115,0.6,1.3,1.4,5.1,32.2,4.2,31.8,0.1,1.9,24.3,3.1,1.1,27.4,0.1,0.1,Moderately alkaline
4116,0.6,1.3,1.3,18.5,43.5,30.7,25.8,0.1,0.3,7.8,2.4,0.5,13.5,0.1,0,Moderately acidic
4117,4.8,1.1,1.3,22.6,72.9,15.3,11.8,0,0.1,1.9,0.5,0.5,3.4,0.3,0.1,Moderately acidic
4118,0.4,1.4,1.4,4.1,18.9,37.3,43.8,0.6,2.2,32.8,4.4,1.1,41.5,0,0,Moderately alkaline
4119,1.9,0.5,1.3,6.2,73.5,7.1,18.5,0.1,0.3,4.1,0.1,30.12,5.8,0,0,Neutral
4120,1.6,1.6,1.3,16.4,71.5,15.1,12.5,0.1,0.4,2.5,2.7,30.12,4.6,0,0,Neutral
4122,1.8,4.9,1.4,8.2,28.8,17.1,53.2,0.1,2.4,16.1,13.3,1.3,43.5,0.1,0,Moderately acidic
4123,0.9,1.6,1.5,5.1,40.2,2.2,25.8,0.1,3.4,11.8,3.3,2.1,23.6,0.2,0.1,Neutral
4129,0.5,2.6,1.3,2,16.2,16.2,35.8,0.1,0.2,16.2,4.9,31.12,14.6,0.1,0.1,Moderately acidic
4134,2.3,2.1,1.3,24.7,73.5,15.3,11.2,0.2,1.1,5.2,1.6,30.12,4.8,0,0,Moderately acidic
4135,1.7,2.4,1.3,37,32.2,25.1,41.8,0.1,3.6,19.1,9.7,0.6,40.8,0,0,Neutral
4136,0.7,2.1,0.9,16.4,33.5,23.1,42.5,0.1,0.5,18.7,8.8,30.12,11.7,0,0,Moderately acidic
4137,1.6,2.4,1.3,13.4,26.2,14.2,27.8,0.1,1.2,32.3,3.8,0.9,16.3,0,0.1,Strongly alkaline
4139,0.6,2.9,0.9,9.2,54.8,13.1,31.2,0.1,30.12,18.6,6,0.7,30,0,0,Moderately alkaline
4140,0.8,2.1,1.4,4.1,34.2,23.1,41.8,0.1,1.7,16.9,2.4,0.5,30.4,0,0,Neutral
4141,0.7,1.8,1.3,3.1,30.9,25.3,43.8,0.1,1.4,3,9.9,2.4,27.6,0.3,0.1,Moderately alkaline
4142,9.7,2.1,1.4,8.2,34.8,21.1,43.2,0.1,1.8,16.5,8.4,0.8,28.2,0.1,0,Neutral
4143,0.6,2.1,1.3,8.2,22.9,27.3,49.8,0.1,1.8,26.6,7,1.4,26.8,0.1,0.1,Moderately alkaline
4144,0.5,1.6,1.4,7.2,62,17.3,20.7,0,1.9,6.3,7.4,1.6,19.1,0.2,0.1,Moderately alkaline
4145,0.6,1.3,1.5,11.3,28.2,27.1,43.8,0.1,1.2,10.3,8.6,0.8,19,0.1,0,Neutral
4146,0.4,2.9,1.4,8.2,32.9,25.3,41.8,0.1,31.12,13.9,6.2,1.3,22.2,0.1,0.1,Neutral
4147,0.5,1.1,1.4,6.2,73.5,9.1,16.5,0.1,0.8,13.4,0.2,30.12,4.6,0,0,Strongly alkaline
4149,0.9,2.4,1.3,10.3,34.2,21.1,43.8,0.1,1.1,31.9,7.2,0.7,34.4,0,0,Moderately alkaline
4150,2.7,1.8,1.3,18.5,25.5,42.7,31.8,0.1,0.2,17.4,1,0.8,19.9,0.1,0,Neutral
4151,0.5,2.5,1.5,17.6,19.5,23.1,56.5,0.1,0.3,29.5,10.2,0.6,39.7,0,0,Strongly alkaline
4156,0.5,2.3,1.3,6,56.9,19.3,23.8,0.1,31.12,8.1,1.8,0.6,19.1,0.1,0,Moderately acidic
4157,1,1.8,1.3,6,44.9,23.3,31.8,0.1,3.4,38.7,7.3,0.8,36,0,0,Moderately alkaline
4158,0.7,2.1,1.1,8.1,37.5,5.3,57.2,0.1,1.5,2.3,3.5,1.1,16.8,0.4,0.1,Moderately alkaline
4160,1.5,3.1,1.3,10.1,44.2,21.1,33.8,0.1,1.4,16.1,5.7,0.9,22.8,0.1,0,Moderately alkaline
4163,1.8,1.8,1.3,20.1,23.5,26.7,49.8,0.2,0.9,20.9,16.6,3.8,49.5,0.2,0.1,Moderately acidic
4164,0.3,1.7,1.3,29.2,24.9,23.1,51.1,0.1,0.5,3.7,1.4,30.12,25,0,0,Neutral
4171,1.1,2.1,1.4,13.4,36.2,6.2,25.8,0,1.1,30.1,4,1.1,20.2,0.1,0.1,Moderately alkaline
4172,1.2,1.3,1.4,8.2,24.9,37.3,37.8,0.1,0.9,11.7,4.5,31.12,20.8,0.1,0,Neutral
4173,0.3,1.8,1.4,12.3,50.9,27.1,21.1,0.1,0.8,19.4,1,0.7,13.5,0.1,0.1,Moderately alkaline
4174,0.4,1.6,1.5,12.3,56.9,2.2,9.1,0,0.1,3.2,0.7,0.2,3.3,0.1,0.1,Moderately alkaline
4175,0.8,1.8,1.5,3.1,24.9,25.3,49.8,0.1,1.9,3.2,2.8,1.9,22,0.6,0.1,Moderately alkaline
4176,0.4,1.3,1.4,8.2,62.9,19.3,17.8,0.1,0.4,10.6,2.9,0.6,13.8,0.1,0,Moderately alkaline
4179,0.4,2.4,1.3,9.2,22,27.1,50,0.1,1.2,85.7,6.6,6.9,43.4,0.1,0.2,Moderately alkaline
4180,0.8,1.8,1.3,28.8,30.9,25.3,43.8,0.1,0.5,2.8,4.8,30.12,13.2,0,0,Strongly acidic
4182,1.7,1.8,1.3,20.5,63.5,18.7,17.8,0.1,0.8,9.7,4.7,0.8,18.3,0.1,0,Moderately acidic
4183,0.5,2.1,1.4,6.2,67.5,15.1,16.5,0.1,0.6,2.1,0.3,30.12,5,0,0,Moderately acidic
4184,0.9,1.7,1.6,8.8,10.8,21.1,67.2,0.1,1.9,25.9,8.6,2.6,60.1,0.1,0,Moderately alkaline
4190,0.5,2.3,1.3,8.1,45.5,15.3,39.2,0.2,1.9,21.3,1.6,3.7,17,0.2,0.2,Moderately alkaline
4191,0.7,2.3,1.3,6,36.2,34.7,29.1,0.2,1.5,11.9,2.9,1.2,16,0.1,0.1,Moderately acidic
4195,0.4,1.8,1.4,10.1,35.5,22.7,41.8,0.1,1.7,25.8,8.3,3.5,34.6,0.2,0.1,Moderately alkaline
4196,1.2,0.9,1.4,11.8,17.5,40.7,41.8,0.1,2.5,47.2,3,31.12,31.7,0,0,Moderately alkaline
4200,0.4,1.2,1.5,28.8,34.9,31.3,33.8,0.1,0.7,4.5,2.8,0.1,27.6,0,0,Moderately alkaline
4201,5.1,1.1,1.4,14.4,59.5,21.1,18.5,0.1,0.7,3.2,2.9,30.12,10.2,0,0,Neutral
4203,0.6,1.5,1.3,10.3,34.2,17.1,47.8,0.1,1.8,48,5.4,0.9,40.4,0,0,Moderately alkaline
4204,1.4,1.2,1.3,29.2,40.2,17.3,42.5,0.2,0.3,20.6,2.3,0.5,29.5,0,0,Moderately acidic
4205,0.5,1.7,1.3,4.1,40.8,19.1,39.2,0.4,5.6,25.6,11.8,0.9,37,0,0,Moderately alkaline
4206,7.3,2.1,1.4,14.4,18.9,27.3,53.8,0.2,0.3,8.9,2.3,0.4,24.9,0.1,0,Moderately acidic
4207,0.8,0.8,1.4,22.6,76,15.1,8,0,0.2,3.5,1,0.2,5.1,0.1,0,Neutral
4208,0.5,1.3,1.4,10.3,46.2,21.1,31.8,0.1,2.5,17.7,5.3,0.6,30.8,0,0,Moderately alkaline
4209,0.7,2.1,1.3,20.5,18.2,46.7,35.1,0.1,1.6,17.4,6.6,0.1,36,0,0,Moderately acidic
4210,1.2,1.6,1.3,32.9,14,31.3,54.7,0.3,0.2,49.3,2.7,0.1,9.5,0,0,Moderately acidic
4211,0.4,1.6,1.3,8.2,28.9,17.3,53.8,0.1,0.8,42.9,5.3,3.1,38.9,0.1,0.1,Moderately alkaline
4212,3.6,1.8,1.2,24.7,37.5,37.3,25.2,0.2,1.9,8.3,2.3,30.12,11.4,0,0,Moderately acidic
4213,0.9,1.3,1.4,16.4,67.5,15.1,16.5,0.2,0.1,10.4,0.7,30.12,5.1,0,0,Moderately acidic
4214,1.6,1.8,1.4,13.4,24.2,20.2,23.8,0.1,NA,NA,NA,NA,NA,NA,NA,
4216,0.4,1.3,1.3,14.4,33.5,2.2,32.5,0.1,0.3,15.7,2.1,0.4,23.4,0,0,Neutral
4217,0.4,1.2,1.6,9.8,15.5,29.1,54.5,0.1,0.6,6.8,0.9,1.2,11.9,0.2,0.1,Strongly alkaline
4218,9.6,1.7,1.6,3.9,36.8,27.1,35.2,0.1,0.4,3.2,0.9,0.9,20.9,0.4,0,Moderately acidic
4224,1.1,1.8,1.3,6,34.9,4.2,29.1,0,3.2,53.8,5.3,3.2,23.6,0.1,0.1,Moderately alkaline
4225,0.9,2.3,1.4,8.1,64,17.3,18.7,0.1,0.2,18.2,7.6,1.7,11.7,0.1,0.1,Moderately alkaline
4226,0.3,2.1,1.4,20.1,45.5,30.7,23.8,0.1,0.9,17,7.5,1.1,22.4,0.1,0.1,Neutral
4231,10.6,0.7,1.8,2,66.2,25.1,7.8,0,0.2,3.4,12.7,0.2,8.2,0,0,Neutral
4232,1.2,0.7,1.6,5.9,6,27.3,66.7,0.1,0.6,44.6,1.7,0.8,25.5,0,0,Strongly alkaline
4237,1.4,1.1,1.3,12.3,52.2,23.1,23.8,0.1,1.5,18.3,6.2,0.2,27.5,0,0,Moderately alkaline
4238,1.2,1.5,1.2,30.2,25.5,15.1,58.5,0.1,0.5,2.6,1.5,30.12,8,0,0,Strongly acidic
4239,1.4,1.7,1.3,33.9,18.2,17.1,63.8,0.1,31.12,3.2,2,0.2,36,0.1,0,Moderately alkaline
4240,0.5,1.7,1.2,8.2,42.2,26.7,31.1,0,31.12,34.8,1.9,0.6,15.7,0,0,Moderately alkaline
4241,1.8,1.2,1.3,32.9,28.2,2.2,37.8,0.8,1.2,24.6,12.4,0.7,76.1,0,0,Moderately acidic
4242,0.6,1.3,1.3,4.1,45.5,29.1,24.5,0.1,2.3,2.8,1.8,1.1,13.4,0.4,0.1,Moderately alkaline
4243,1.7,1.3,1.4,30.8,50.9,27.1,21.1,0.2,0.4,3.8,1.3,30.12,10.2,0,0,Moderately alkaline
4244,3.7,1.8,1.4,39,48,23.3,28.7,0.2,0.8,14.6,1.1,0.1,13.3,0,0,Neutral
4246,0.6,0.8,1.3,4.1,54.2,26.7,19.1,0,1.2,15.3,4.3,0.3,21.9,0,0,Moderately acidic
4247,0.5,2.1,1.3,8.2,8.2,32.7,59.1,0.1,2.1,52.1,3,31.12,39.3,0,0,Moderately alkaline
4248,0.6,1.6,1.3,7.2,62,21.3,16.7,0,2.3,10.3,3.8,1.6,22.1,0.2,0.1,Strongly alkaline
4249,1.3,1.3,1.4,8.2,16.2,26.7,57.1,0.1,3.1,44.3,3.7,7.2,42.8,0.2,0.2,Moderately alkaline
4250,1.8,4.2,1.3,57.5,12.2,26.7,61.1,0.1,1.2,6.2,2.4,0.1,30.3,0,0,Moderately acidic
4251,0.9,2.9,1.2,10.3,18.9,27.3,53.8,0.2,2.3,46.3,4.7,0.8,28.8,0,0,Moderately alkaline
4252,0.6,2.9,1.4,7.2,54,17.3,28.7,0,1.1,11,4.7,31.12,19.5,0.1,0.1,Strongly alkaline
4259,0.9,2.1,1.5,14.1,24,12.2,32,0.3,30.12,0.4,0.2,0.7,34.1,2,0,Strongly acidic
4262,3.6,2.9,1.2,8.1,56,15.3,28.7,0,0.2,6.2,9.9,5.3,14.9,0.6,0.4,Strongly alkaline
4264,3.9,1.5,1.6,5.9,10,40.7,49.2,0.1,0.7,49.2,5.9,0.8,34.5,0,0,Strongly alkaline
4265,5.8,0.7,1.4,9.8,27.5,31.1,40.5,0.1,0.8,4.1,0.3,30.12,8.7,0,0,Strongly alkaline
4266,0.9,4.2,1.3,14.4,21.5,18.2,28.5,0.2,30.12,6.7,2.2,0.5,11.9,0.1,0,Moderately acidic
4267,7,2.8,1.3,29.8,71.5,9.3,19.2,0.2,4.2,18.5,3.7,0.1,11,0,0,Moderately alkaline
4268,1.6,2.3,1.3,22.6,78.2,11.3,10.5,0,0.2,1.5,0.5,0.2,4,0.1,0,Moderately acidic
4270,1.1,2.5,1.2,10.3,20.2,25.1,53.8,0.1,2.2,47.4,7.6,31.12,38.8,0,0,Moderately alkaline
4271,1.3,1.6,1.2,9.2,25.5,36.6,38,0.1,0.4,26.3,1.5,0.2,10.9,0,0,Moderately alkaline
4272,0.9,1.9,1.3,6.2,51.5,15.1,32.5,0.1,0.6,3.6,0.5,30.12,5.4,0,0,Moderately acidic
4274,0.4,1.3,1.4,8.2,14.2,26.7,59.1,0.1,2.6,45.5,3,9.7,57.6,0.3,0.2,Moderately alkaline
4275,1,1.3,1.4,41.1,48.2,13.1,37.8,0.1,2.6,29.5,7.6,1.7,20.5,0.1,0.1,Moderately alkaline
4276,1,2.9,1.3,43.2,24.2,29.1,45.8,0.1,1.3,3.3,1.4,0.2,34.7,0.1,0,Strongly acidic
4277,0.7,1.3,1.3,82.2,64.9,15.8,19.2,0.1,0.8,16,1.5,0.2,18.6,0,0,Moderately alkaline
4278,0.5,1.6,1.3,10.3,34.2,15.1,49.8,0.1,2.4,41.3,6.1,1.1,33.2,0.1,0.1,Moderately alkaline
4279,0.5,2.1,1.5,8.2,22.2,14.7,63.1,0.1,1.8,47.2,2.6,2.1,37,0.1,0.1,Moderately alkaline
4281,0.5,1.1,1.3,6.2,20.2,15.1,63.8,0.1,1.2,64.8,7.9,0.4,74.2,0,0,Moderately alkaline
4282,1.4,2.5,1.5,80.4,58.9,23.8,17.2,0.2,0.5,7.1,0.9,0.6,16.5,0.1,0,Moderately acidic
4284,1,1.2,1.4,12.1,14.9,6.2,47.1,0.1,1.6,20.6,6.3,0.7,28.6,0,0,Moderately alkaline
4285,0.9,1.8,1.4,8.1,22,23.1,54,0.1,0.8,18.4,7.1,1.6,25.7,0.1,0.1,Moderately alkaline
4287,0.4,1.2,1.4,10.1,22.2,17.1,59.8,0.1,2.7,43.8,7.8,2.5,43.5,0.1,0.1,Moderately alkaline
