ID,EC,OM,BD,P,SAND,SILT,CLAY,N,K,Ca,Mg,Na,CEC,SAR,ESP,Class.pH
3638,0.8,1.3,1.5,4.2,10.2,24.7,65.1,0.1,3.3,36.3,14.6,34.9,59.4,1.3,0.6,Neutral
3641,0.5,3.4,1.7,14.9,21.5,13.3,65.2,0.1,0.5,18.7,8.8,0.1,17.2,0,0,Moderately acidic
3643,0.2,4.5,1.3,30.8,47.5,29.1,22.5,0.1,1.2,0,1.9,1.9,4.1,1.4,0.5,Moderately acidic
3644,0.9,4.5,1.4,6,64.2,22.7,13.1,0.1,1.8,8.7,1,31.12,7.6,0.2,0.1,Moderately alkaline
3645,3.8,1.3,1.6,16.8,61.5,13.1,24.5,0.2,0.1,4.7,1,30.12,4.9,0,0,Moderately acidic
3650,0.4,4.2,1.4,22.1,48.9,2.2,17.1,0.1,1.1,0.8,2.5,30.12,11,0,0,Moderately acidic
3652,0.7,5.3,1.7,30.8,22.2,2.2,43.8,0.2,0.2,3.9,0.7,0.3,20.5,0.1,0,Strongly acidic
3653,0.3,4.5,1.5,2,37.5,15.1,46.5,0.1,0.6,0.4,5.8,1.1,7.9,0.5,0.3,Moderately acidic
3654,0.5,3.6,1.6,2,30.2,19.1,49.8,0.1,0.2,0.2,3.1,1.1,4.6,0.9,0.4,Strongly acidic
3655,0.4,3.4,1.3,10.1,51.5,14.7,33.8,0.1,31.12,41.7,4.3,0.7,23.8,0,0,Moderately alkaline
3656,0.3,2.8,1.3,31.4,26.2,23.1,49.8,0.1,0.7,2.8,9.4,0.1,24.4,0,0,Moderately alkaline
3657,2.8,0.5,1.6,10.5,69.6,7.1,22.4,0.1,0.9,19,3.8,1.3,12.8,0.1,0.1,Moderately alkaline
3662,0.1,4.7,1.5,34.8,50.2,23.1,25.8,0.1,0.5,10.8,4.2,30.12,23.4,0,0,Strongly acidic
3663,0.5,4.1,1.3,56.4,10,32.7,57.2,0.2,1.7,76.5,7.8,1.3,69.9,0,0,Moderately alkaline
3665,0.4,3.9,1.4,6,46.9,2.2,19.1,0.1,5.8,51.7,3.1,30.12,23.4,0,0,Moderately alkaline
3666,1.1,3.9,1.4,10.1,14.2,24.2,29.8,0.1,3.5,22.5,5.5,0.6,28.6,0,0,Neutral
3667,0.8,5.9,1.3,10.1,22.2,14.7,63.1,0.1,2.2,51.9,6.5,1.5,34,0,0,Moderately alkaline
3668,0.4,3.1,1.3,35.3,28.2,31.1,39.8,0.2,0.5,7.4,3,0.5,24.2,0.1,0,Strongly acidic
3673,0.2,5.9,1.4,49.7,47.5,25.1,26.5,0.1,31.12,7.2,1.7,0.4,15.9,0.1,0,Moderately acidic
3674,0.7,7.2,1.2,36.2,12.9,19.3,67.8,0.1,0.5,5.5,1.8,0.4,26.1,0.1,0,Strongly acidic
3675,0.3,3.9,1.4,7,8.2,32.7,59.1,0.1,1.8,39.1,5.5,5.8,15.1,0.2,0.4,Moderately alkaline
3676,0.4,3.1,1.7,5,58.9,21.1,19.1,0.1,1.1,5.1,1.4,30.12,9.8,0,0,Neutral
3677,1,4.5,1.3,9.1,7.5,34.6,58,0.1,31.12,10.5,4.1,0.3,12.9,0,0,Strongly alkaline
3679,0.4,3.3,1.4,64.7,51.5,13.3,35.2,0.1,1.1,2.9,0.6,30.12,6.4,0,0,Strongly acidic
3681,0.1,3.9,1.6,32.8,30.9,25.3,43.8,0.1,0.1,3,3.7,0.1,16.2,0,0,Moderately acidic
3682,0.5,1.4,1.3,4,21.5,14.2,32.5,0.1,0.6,37.2,1,0.4,22.4,0,0,Neutral
3683,0.3,3.6,1.6,4,34.2,15.3,50.5,0.3,4.2,65.2,15.3,0.4,78.2,0,0,Moderately alkaline
3684,0.4,5.3,1.1,6,8,27.3,64.7,0.2,0.6,36.9,3.6,0.3,23.9,0,0,Strongly alkaline
3685,0.4,1.4,1.5,4,4.2,56.7,39.1,0.1,31.12,40.3,4.7,0.6,35.3,0,0,Neutral
3686,0.8,4.1,1.5,10.1,16.2,32.7,51.1,0.1,1.2,34.3,4.3,1.1,24.9,0,0,Moderately alkaline
3688,0.4,2.3,1.3,70.6,75.5,7.3,17.2,0.1,0.5,0.8,0.4,30.12,2.3,0,0,Moderately acidic
3689,0.7,3.1,1.3,78.4,58.9,21.8,19.2,0.1,1.1,5.3,1.3,0.5,14.9,0.1,0,Moderately acidic
3690,0.4,3.1,1.5,62.7,44.9,27.3,27.8,0.1,2.6,11.8,4.2,0.9,28.7,0.1,0,Neutral
3691,1,1.6,1.3,3.1,22.9,21.3,55.8,0.1,1.3,3.1,6,1.1,15.2,0.4,0.1,Moderately alkaline
3692,7.9,1.3,1.6,8.2,32.9,19.3,47.8,0.1,0.6,15.2,5,1.4,27.8,0.1,0.1,Neutral
3693,0.1,2.5,1.5,57.6,30.2,32.7,37.1,0.1,3.8,34.3,3.6,0.2,43.3,0,0,Moderately alkaline
3694,0.4,3.6,1.3,0,42.9,27.3,29.8,0.1,1.6,46.1,0.9,1.3,29.9,0,0,Moderately alkaline
3695,0.6,5.6,1.1,26.2,17.5,29.1,52.5,0.1,0.7,0,1.7,1.9,3.5,1.6,0.6,Moderately acidic
3696,0.7,3.4,1.4,32.2,26.2,40.7,33.1,0.1,31.12,63.3,2.5,0.2,35.5,0,0,Moderately alkaline
3697,0.8,3.1,1.4,2,62.2,28.7,9.1,0,2.2,7.4,6.8,1.1,10.3,0.3,0.2,Strongly alkaline
3698,0.8,3.8,1.4,64.7,64.2,15.1,19.8,0.1,0.9,47.4,1.3,31.12,27.2,0,0,Moderately alkaline
3699,0.8,3.1,1.4,68.6,39.5,35.3,25.2,0.1,0.6,2.3,0.5,30.12,6.8,0,0,Moderately acidic
3700,2,1.2,1.3,4.2,16.2,42.7,41.1,0.1,6.6,33.8,6,0.3,49.2,0,0,Moderately alkaline
3701,0.4,3.1,1.3,24.2,66.8,11.3,22,0.1,0.4,3,2.6,0.2,8.3,0.1,0,Neutral
3702,0.1,1.1,1.5,75.5,50.9,17.8,31.2,0,31.12,7.9,1,0.8,21.1,0.1,0,Moderately acidic
3703,0.1,1.1,1.3,22.8,38.2,20.7,41.1,0.1,1.9,71.9,1.3,30.12,65.8,0,0,Moderately alkaline
3704,0.4,2.8,1.6,3,26.9,21.3,51.8,0.1,1.3,3,6.3,0.8,21.2,0.2,0,Moderately acidic
3705,0.3,2.8,1.3,4,40.8,8.2,19.2,0.1,0.7,19.6,3.3,0.5,23.8,0,0,Moderately alkaline
3706,0.9,4.2,1.5,6,34,21.3,44.7,0.6,0.6,34,4.1,0.1,16.3,0,0,Strongly alkaline
3707,1,2.7,1.3,12.1,42.2,23.1,33.8,0.1,2.1,35.1,3.5,1.1,27,0,0,Moderately alkaline
3708,0.6,4.9,1.4,78.4,58.9,19.8,21.2,0.1,0.5,11.8,0.5,0.4,16.3,0,0,Moderately alkaline
3709,0.3,2.5,1.4,62.7,56.2,22.7,21.1,0.1,0.7,13.5,1.1,30.12,12.2,0,0,Moderately alkaline
3711,2.3,1.3,1.3,6.3,22.2,15.1,61.8,0,1.8,53.7,13.8,1.8,61.9,0,0,Moderately alkaline
3712,8.6,1.8,1.4,35.7,28.2,17.1,53.8,0.1,1.1,2.4,3.6,0.6,20,0.2,0,Moderately alkaline
3713,1,2.2,1.7,7.3,14,23.1,62,0.1,1.1,12.6,2.4,0.1,29.5,0,0,Moderately alkaline
3714,1.3,3.6,1.3,26.8,37.5,4.2,26.5,0.1,0.3,3.8,1.6,0.1,0.3,0,0.4,Moderately acidic
3715,0.4,2.5,1.4,6,4,29.3,66.7,0.2,0.8,39.1,4.5,0.4,10.3,0,0,Moderately alkaline
3716,0.4,1.1,1.4,6,12,23.3,64.7,0.2,0.7,28.8,3.1,0.3,20.1,0,0,Strongly alkaline
3717,0.4,3.9,1.4,22.1,50.9,25.1,23.1,0.5,2.8,2.3,8.4,0.1,17.2,0,0,Moderately acidic
3719,0.4,3.3,1.4,66.7,32.2,36.7,31.1,0,2.2,51.7,1.3,0.4,27.1,0,0,Moderately alkaline
3720,3.8,1.1,1.8,6.3,26.2,13.1,59.8,0,1.4,41.4,10.4,0.5,52.2,0,0,Moderately alkaline
3722,0.2,4.2,1.6,27.8,17.5,21.3,61.2,0.2,0.8,19.7,4.7,0.1,38.4,0,0,Moderately acidic
3723,0.7,3.4,1.3,4,44.8,25.1,29.2,0.1,0.9,12.6,1.2,0.4,20.7,0,0,Moderately alkaline
3724,1.8,3.6,1.4,8.1,16.9,6.2,45.1,0.1,2.8,37.2,2.5,6.2,26.8,0.2,0.2,Moderately alkaline
3725,0.6,3.1,1.3,44.3,67.5,15.1,16.5,0.1,1.8,2.1,1.1,30.12,5.4,0,0,Moderately acidic
3726,1,2.5,1.3,8.1,14.9,24.2,29.1,0.1,1.1,37.8,2,1.9,16.7,0.1,0.1,Moderately alkaline
3727,2.4,4.1,1.4,6,76.2,11.1,11.8,0.1,0.9,4.5,2.8,0.7,8.2,0.2,0.1,Moderately acidic
3728,0.4,3.6,1.4,12.1,63.5,14.7,21.8,NA,NA,NA,NA,NA,NA,NA,NA,
3729,0.3,3.1,1.5,8.1,2.2,30.7,67.1,0.1,1.6,47.6,3.1,1.2,31.3,0,0,Moderately alkaline
3730,0.4,3.1,1.5,6,80.2,7.1,11.8,0.1,31.12,3.5,3.5,1.3,12.7,0.4,0.1,Moderately acidic
3732,1,2.1,1.4,4.1,38.8,8.2,21.2,0.1,0.7,11.3,2.4,1.3,19.6,0.2,0.1,Moderately alkaline
3733,1.4,1.6,1.4,8.2,48.2,20.7,31.1,0,1.1,34.6,1.8,0.6,17.8,0,0,Moderately alkaline
3734,0.8,1.3,1.6,12.3,44.2,27.1,27.8,0.1,2.7,32.9,2.6,3.3,27.2,0.1,0.1,Strongly alkaline
3735,3.1,1.6,1.7,2.1,46.8,25.3,28,0.2,1.5,14.1,3.9,1.1,26.9,0.2,0.1,Moderately alkaline
3737,0.7,1.3,1.3,4.1,32.8,4.2,31.2,0.1,1.7,12.1,4,0.8,20.3,0.1,0,Neutral
3738,1.2,1.1,1.5,12.3,30.2,12.2,25.8,0.1,1.2,21.6,4.5,1.3,27.7,0.1,0,Moderately alkaline
3741,0.7,11.7,1.1,86.3,9.5,24.6,66,0.2,0.4,46.6,2.3,0.2,25.1,0,0,Moderately alkaline
3742,0.7,5.5,1.1,68.6,67.5,11.3,21.2,0.1,0.6,2.9,0.4,30.12,7,0,0,Moderately acidic
3743,0.3,2.5,1.3,62.7,44.2,30.7,25.1,0.1,31.12,17.5,2.1,0.1,14.8,0,0,Moderately alkaline
3746,0.7,2.4,1.3,21,26.2,42.7,31.1,0.1,3.5,13.9,7.8,0.1,29.7,0,0,Neutral
3747,1.1,3.7,1.4,57.5,26.2,28.7,45.1,0.1,2.9,57.9,2.7,30.12,47.7,0,0,Moderately alkaline
3748,0.3,3.3,1.3,62.7,56.2,28.7,15.1,0.1,2.1,7.4,2,30.12,9.4,0,0,Moderately alkaline
3752,0.3,1.5,1.4,3.1,24.9,19.3,55.8,0.1,1.7,3.2,5.9,0.7,22.6,0.2,0,Neutral
3753,0.9,3.7,1.2,39,29.5,6.2,32.5,0.1,0.7,4.5,3.7,0.2,26.4,0.1,0,Moderately alkaline
3755,0.6,3.1,1.3,8.4,26.9,17.3,55.8,0.1,0.9,38.2,6.6,7.9,25.5,0.3,0.3,Moderately alkaline
3756,1,2.2,1.4,28.3,35.5,23.3,41.2,0.2,0.4,5,1.9,0.1,7.8,0,0,Strongly acidic
3757,1.8,3.2,1.3,17.5,58.2,25.1,15.8,0,0.1,0.4,0.1,0.1,5.5,0.2,0,Strongly acidic
3759,1.8,2.6,1.4,19.9,52.2,16.7,31.1,0.1,0.5,48.5,1.3,0.7,34.4,0,0,Moderately alkaline
3760,1.1,1.3,1.4,16.8,21.5,11.1,66.5,0.2,0.8,25.7,1.7,30.12,37.3,0,0,Moderately alkaline
3761,0.8,2.2,1.3,21,24.2,5.3,70.5,0.1,31.12,93,28.8,3.6,110.9,0.1,0,Moderately alkaline
3764,0.4,2.2,1.3,14.7,69.5,13.1,16.5,0.1,0.3,2.3,2.3,30.12,3.4,0,0,Moderately acidic
3765,0.7,2.9,1.3,30.8,18.9,4.2,45.1,0.3,0.5,1.6,2.3,30.12,14,0,0,Moderately acidic
3766,0.7,2.4,1.4,18.9,27.5,4.2,36.5,0.2,1.6,59.5,2.1,0.8,41.7,0,0,Moderately alkaline
3767,0.9,2.4,1.3,5.2,22.2,40.7,37.1,0.1,2.4,13,4.3,0.1,18.6,0,0,Moderately acidic
3768,1,1.6,1.3,16.8,54.2,12.7,33.1,0.1,0.2,2.5,1.2,0.3,16.6,0.2,0,Moderately acidic
3771,2.9,2.1,1.3,14.4,28.9,25.3,45.8,0.1,0.4,50.6,2.1,0.5,25.8,0,0,Moderately alkaline
3777,0.7,2.1,1.3,13.6,36.2,14.2,17.8,0,0.8,35.1,3.7,1.2,12,0,0.1,Strongly alkaline
3778,0.9,1.6,1.3,10.5,11.6,24.2,32.4,0.1,1.3,38,7.2,1.7,11.2,0.1,0.2,Moderately alkaline
3779,1.7,1.6,1.3,15.7,43.5,37.3,19.2,0.1,0.1,28.4,22,0.1,44.3,0,0,Moderately alkaline
3780,0.6,3.2,1.3,27.3,37.5,21.1,40.5,0,0.8,0.2,6.8,2.1,8.9,0.4,0.2,Moderately acidic
3782,1.8,3.7,1.2,28.8,17.5,21.3,61.2,0.2,0.5,3.7,2,30.12,7.8,0,0,Strongly acidic
3789,0.8,1.4,1.3,8.4,28.8,19.1,51.2,0.1,1.2,55.2,9.9,6.2,53.8,0.2,0.1,Moderately alkaline
3790,1.8,2.4,1.4,6.3,42.2,19.1,37.8,0.1,0.4,17.6,6.3,0.7,27.2,0.1,0,Moderately alkaline
3791,2.3,1.3,1.3,6.3,20.2,17.1,61.8,0,1.6,44.5,13.6,2.1,53.8,0.1,0,Moderately alkaline
3792,1,1.1,1.3,9.4,50,21.1,28,0,0.9,40.2,6.6,31.12,17.1,0,0.1,Moderately alkaline
3793,0.8,1.1,1.4,18.9,45.5,21.1,32.5,0.1,31.12,60,3.4,0.8,40.3,0,0,Moderately alkaline
3794,0.4,1.4,1.3,6.1,24.9,6.3,9.1,0,0.7,326.4,0.9,0.1,6.2,0,0,Moderately alkaline
3795,2.8,1.6,1.2,8.2,24.2,36.7,39.1,0.1,1.9,38.8,1.7,2.7,19.8,0.1,0.1,Moderately alkaline
3800,0.7,2.7,1.3,6.3,28.2,13.1,57.8,0.1,1.6,44.1,12.9,0.4,60.1,0,0,Moderately alkaline
3801,1.6,1.6,1.4,6.3,56.2,17.1,25.8,0.1,0.7,9.2,2.7,0.2,15.3,0,0,Moderately acidic
3802,0.7,1.3,1.4,17.8,42.2,25.1,31.8,0.1,0.2,12.1,9.5,0.2,22.6,0,0,Moderately acidic
3803,1.8,2.2,1.3,25.2,22.2,19.1,57.8,0.1,0.5,0.1,3.2,2.1,5,0.9,0.4,Moderately acidic
3804,0.7,1.3,1.4,9.4,47.5,23.1,28.5,0.1,31.12,5.3,0.7,30.12,5.3,0,0,Strongly alkaline
3805,2.3,2.1,1.4,22.6,8.2,23.1,67.8,0.1,0.4,0.2,3.2,1.1,4.9,0.9,0.4,Moderately acidic
3806,4.6,2.4,1.4,16.4,30.2,28.7,41.1,0.1,0.4,4.4,1.5,31.12,23.6,0.3,0,Strongly acidic
3813,1.3,2.2,1.4,13.6,8.2,13.1,77.8,0.1,2.3,51.1,11.6,14.8,47.8,0.4,0.3,Moderately alkaline
3814,1,1.3,1.4,11.5,10.2,4.2,53.8,0.1,1.2,41.8,2.6,1.8,35.6,0.1,0,Moderately alkaline
3815,0.8,2.4,1.3,6.3,36.9,29.8,33.2,0.1,1.5,54,6.6,1.4,47.9,0,0,Strongly alkaline
3816,1.7,3.6,1.2,26.4,22.2,13.3,64.5,0.1,1.5,15.9,4.3,30.12,35.5,0,0,Moderately acidic
3817,2.8,1.8,1.5,NA,52.9,25.3,21.8,0.1,0.7,4.7,1.4,0.5,9.8,0.1,0,Moderately acidic
3822,1.3,1.1,1.3,16.8,42.2,22.7,35.1,0.1,0.2,1.2,0.4,0.1,15.7,0.1,0,Strongly acidic
3823,8,1.6,1.3,14.7,46.2,21.1,31.8,0.1,0.3,37.8,3,30.12,5.4,0,0,Moderately alkaline
3824,1.3,1.6,1.4,NA,46.8,23.3,30,0.1,1.3,77.6,4.9,0.9,62.7,0,0,Moderately alkaline
3826,0.7,0.5,1.4,12.3,72.2,17.1,9.8,0,0.6,7.8,1.6,1.5,7,0.3,0.2,Moderately alkaline
3827,3.9,3.4,1.3,49.3,50.2,24.7,25.1,0,2.3,2.6,1.5,0.2,10.6,0.1,0,Moderately acidic
3829,1.9,1.3,1.4,6.3,26,63.3,10.7,0.2,1.1,20.9,2.4,0.8,6.7,0.1,0.1,Moderately alkaline
3830,1.9,1.6,1.3,NA,55.5,19.1,24.5,0.1,0.5,26.6,1.6,1.3,9.3,0.1,0.1,Strongly alkaline
3831,1,2.1,1.3,9.4,38,15.1,46,0.1,1.2,43.7,4.9,6.1,26.4,0.2,0.3,Moderately alkaline
3832,0.9,1.2,1.3,16.8,50.2,20.7,29.1,0.2,0.1,2,0.1,30.12,20.7,0,0,Strongly acidic
3833,1.5,1.3,1.4,4.2,26.2,48.7,25.1,0.1,5.4,18.6,6.3,0.6,32.3,0,0,Moderately acidic
3834,0.7,1.3,1.4,21,45.5,27.1,26.5,0.1,1.7,16,12.7,0.1,20.2,0,0,Moderately alkaline
3836,0.5,1.6,1.4,0,30.2,27.1,41.8,0.5,31.12,8.3,5.1,0.5,28.1,0.1,0,Strongly acidic
3837,19.1,1.5,1.4,5.2,52.9,19.3,27.8,0.1,4.3,9.6,4,1.6,33.8,0.2,0,Moderately acidic
3838,1.1,1.7,1.4,27.3,68,11.3,20.7,0.1,0.5,1.9,0,30.12,18.1,0,0,Moderately alkaline
3839,0.7,1.7,1.4,4.2,20.2,44.7,35.1,0.1,3.7,21.4,8.3,1.1,41.4,0.1,0,Neutral
3841,1.7,1.1,1.4,3.1,22.9,15.3,61.8,0.1,1.5,3.2,5.3,2.4,25.8,0.6,0.1,Strongly alkaline
3842,2.6,2.2,1.4,16.8,32.2,36.7,31.1,0.1,0.3,6.3,5.6,1.9,20.1,0.3,0.1,Moderately acidic
3843,2.6,2.4,1.3,17.8,8.2,12.2,47.8,0.1,0.5,31.7,14.9,0.3,6.1,0,0,Neutral
3844,0.5,2.6,1.3,20.5,37.5,18.7,43.8,0.1,30.12,25.8,15.4,1.7,54.8,0.1,0,Neutral
3845,0.8,1.8,1.4,6.2,25.5,17.3,57.2,0.1,0.1,12.2,1.5,5.4,19.2,0.6,0.3,Strongly alkaline
3846,2.9,3.2,1.5,19.5,17.5,24.7,57.8,0.1,0.5,36.5,7.4,4.1,24.4,0.2,0.2,Moderately alkaline
3847,0.8,1.1,1.3,64.7,56.2,21.1,21.8,0.1,1.5,54.6,3.3,0.7,31.7,0,0,Moderately alkaline
3850,1,2.2,1.4,10.5,45.6,17.1,36.4,0.1,0.9,8.7,6.5,0.2,1.6,0,0.1,Moderately acidic
3851,2.4,1.6,1.4,7.3,18,12.2,38,0.2,0.4,23.5,4.9,0.2,5.7,0,0,Strongly alkaline
3852,2,2.1,1.3,12.6,30.2,14.2,23.8,0.1,1.9,11.6,4.6,4.6,21,0.5,0.2,Moderately alkaline
3853,0.9,2.1,1.3,14.7,62.2,15.1,21.8,0.1,0.3,8.9,33.3,30.12,10.2,0,0,Moderately acidic
3854,4.9,2.7,1.6,10.5,28.2,17.1,53.8,0.1,1.3,51.1,3.4,0.9,16.2,0,0.1,Moderately alkaline
3855,2.5,2.4,1.3,13.6,17,4.2,47,0.1,NA,NA,NA,NA,NA,NA,NA,
3856,0.7,0.9,1.5,9.4,9.5,31.1,58.5,0,3.2,4.9,2.8,0.7,9.9,0.2,0.1,Strongly alkaline
3857,0.6,1.4,1.5,21.1,46.2,29.1,23.8,0.1,0.1,0.1,1.6,1.8,2.7,1.6,0.6,Moderately acidic
3858,1.1,6.4,1.2,49.3,78.2,8.7,13.1,0.1,0.7,5.4,0.9,30.12,5.2,0,0,Moderately alkaline
3859,4.6,1.6,1.4,18.5,37.5,25.1,36.5,0.2,0.6,60.7,3.9,0.7,37.7,0,0,Moderately alkaline
3864,4.7,0.9,1.4,18.9,18.8,31.1,49.2,0.2,1.3,53.9,6.1,31.12,42.4,0,0,Moderately alkaline
3865,1.4,2.2,1.4,17.8,28.2,31.1,39.8,0.1,0.7,16.9,6.2,0.8,40.3,0.1,0,Moderately acidic
3866,0.6,1.8,1.3,21,57.5,17.3,25.2,0.1,0.6,15.8,2.6,30.12,17.6,0,0,Neutral
3867,1.1,1.8,1.4,8.4,40.8,23.1,35.2,0.1,0.5,14.7,8.6,0.8,24.3,0.1,0,Moderately alkaline
3868,0.9,1.1,1.4,7.3,70,11.3,18.7,0,0.7,4.5,5,31.12,10.5,0.2,0.1,Strongly alkaline
3869,0.5,2.2,1.4,4.2,20.2,34.7,45.1,0.1,2.5,22.4,11,0.8,47.1,0,0,Moderately acidic
3870,1.1,1.6,1.3,12.6,48.9,23.1,27.1,0.1,1.3,29.3,5.3,3.2,15.5,0.2,0.2,Moderately alkaline
3871,0.5,0.3,1.2,0,58.2,29.1,11.8,0.1,1.4,4.2,1.9,30.12,16,0,0,Moderately alkaline
3872,1,4.6,1.3,4.1,55.5,19.1,24.5,0.1,1.1,2.3,1.4,0.1,5.8,0.1,0,Moderately acidic
3873,3.5,2.6,1.3,14.4,33.5,11.1,54.5,0.1,0.5,62.7,2.5,0.7,28.6,0,0,Moderately alkaline
3874,1.9,1.3,1.4,12.3,58.9,19.1,21.1,0,0.6,8.9,3.8,2.9,11.4,0.4,0.3,Moderately alkaline
3875,7.3,2.4,1.4,14.4,77.5,9.1,12.5,0.1,0.2,2.3,2.5,30.12,1.8,0,0,Moderately acidic
3877,3.3,1.7,1.3,62.7,52.2,26.7,21.1,0.1,0.9,15.3,4,30.12,18.4,0,0,Moderately alkaline
3879,11.4,2.3,1.3,68.6,77.5,11.3,11.2,0.1,0.3,5.7,0.4,30.12,7.2,0,0,Moderately alkaline
3882,5.2,1.3,1.5,21,45.5,25.1,28.5,0,0.5,15.4,6.5,0.5,32.8,0,0,Neutral
3883,2.5,1.3,1.3,16.8,22.2,50.7,27.1,0.1,0.4,36.6,3.7,1.6,23.9,0.1,0.1,Moderately alkaline
3884,4,1.1,1.4,6.3,20.2,17.1,61.8,0.1,2.1,45.3,10.9,0.8,58.8,0,0,Moderately acidic
3885,0.9,1.1,1.4,8.4,24.8,23.1,51.2,0,0.9,28.1,9.4,1.5,37.7,0.1,0,Moderately alkaline
3886,0.6,1.5,1.3,6.3,18.2,13.1,67.8,0.2,0.4,54.2,15.5,1.9,71.2,0,0,Moderately alkaline
3887,1.5,1.8,1.3,4.2,28.2,40.7,31.1,0.1,2.3,16.1,9.8,0.1,22.8,0,0,Moderately acidic
3888,0.6,1.6,1.4,6.1,67.5,15.1,16.5,0.1,1.5,6.1,1.3,0.1,7.7,0,0,Neutral
3889,0.4,1.1,1.7,10.3,10.2,6.2,51.8,0.1,1.9,37.8,6.1,1.3,9.8,0,0.1,Moderately alkaline
3890,0.4,1.1,1.4,62.7,56.2,30.7,13.1,0.1,0.7,10.4,1.2,0.1,11.4,0,0,Moderately alkaline
3894,1,1.8,1.4,10.5,80.2,3.1,15.8,0.1,0.6,12.4,5.5,0.2,2.2,0,0.1,Moderately alkaline
3895,1.2,3.7,1.3,24.1,59.5,23.3,17.2,0.1,1.4,6.2,2.4,31.12,19,0.2,0.1,Moderately acidic
3896,0.8,1.7,1.3,NA,80.8,7.1,11.2,0,0.3,1.9,1.2,0.1,13.5,0.1,0,Moderately acidic
3897,2,2.1,1.3,7.3,34,27.3,38.7,0,1.5,12,27.9,1.9,21.1,0.1,0.1,Strongly alkaline
3898,0.7,2.1,1.4,14.7,58.2,7.1,33.8,0,0.6,17.1,3,30.12,17,0,0,Moderately alkaline
3899,1.4,1.1,1.3,8.4,30.9,19.3,49.8,0.1,1.4,26.3,4.7,1.3,30.7,0.1,0,Moderately alkaline
3900,1.8,2.1,1.2,0,20.8,17.1,61.2,0.1,1.4,34.9,6.2,1.4,59.1,0.1,0,Neutral
3901,2.6,3.6,1.4,14.2,25.5,43.3,31.2,0.4,0.4,20.4,5.6,0.5,36.9,0,0,Neutral
3903,1.8,1.1,1.3,10.5,74.2,9.1,15.8,0.1,0.8,31.7,5.7,0.5,4.4,0,0.1,Moderately alkaline
3904,2.8,1.2,1.4,12.6,40.9,25.1,33.1,0,1.4,34.3,3.9,1.9,16.8,0.1,0.1,Moderately alkaline
3905,5.8,1.8,1.3,26.2,44.8,25.3,30,0.1,1.6,12.1,1.5,0.1,16.1,0,0,Moderately alkaline
3906,3.4,1.8,1.3,8.4,52.9,31.3,15.8,0.1,1.3,8.7,3.5,0.6,13.8,0.1,0,Moderately alkaline
3907,0.9,1.6,1.5,21,53.5,31.1,14.5,0.4,2.2,0,1.7,1.9,4.9,1.6,0.4,Moderately acidic
3908,0.9,1.6,1.3,6.3,26.2,17.1,55.8,0.1,1.1,37.6,8.8,0.4,49.2,0,0,Moderately alkaline
3909,1.8,1.6,1.3,18.2,49.5,17.1,32.5,0.1,0.7,29.9,3.8,0.9,29.1,0,0,Moderately alkaline
3910,5.1,2.7,1.3,8.1,10.2,42.7,47.1,0.1,1.7,41.7,2.7,1.1,25.7,0,0,Moderately alkaline
3911,2.1,4.4,1.2,10.1,36.2,18.7,45.1,0.1,1.9,44,5.3,1.4,20.5,0,0.1,Moderately alkaline
3912,4.4,3.6,1.2,90.2,58.9,13.8,27.2,0,31.12,14.6,2.7,0.6,23.4,0.1,0,Neutral
3913,0.3,1.7,1.1,66.7,26.2,40.7,33.1,0,1.6,49.6,0.8,0.3,30.4,0,0,Moderately alkaline
3914,1.8,1.1,1.4,78.4,64.9,13.8,21.2,0,0.5,5.4,0.7,0.4,14.7,0.1,0,Moderately acidic
3915,3.2,2.5,1.3,72.5,47.5,31.3,21.2,0.1,0.8,7.8,0.5,0.8,9.1,0.1,0.1,Neutral
3916,0.3,1.1,1.3,74.5,55.5,21.3,23.2,0.1,0.6,0.6,0.5,30.12,3.9,0,0,Moderately acidic
3918,6.8,1.6,1.4,5.2,58.2,30.7,11.1,0,1.1,2.9,1.1,30.12,6.4,0,0,Moderately acidic
3919,4.9,1.3,1.3,7.3,42,39.3,18.7,0.1,3.8,10,7.7,1.2,22.3,0.1,0.1,Moderately alkaline
3920,17.2,1.3,1.3,37.8,38,29.3,32.7,0.2,0.7,23.3,0.8,0.1,11.9,0,0,Moderately alkaline
3921,1.1,2.2,1.3,8.4,28.9,49.3,21.8,0.1,0.8,13.6,6,0.7,12.2,0.1,0.1,Moderately alkaline
3922,1,1.5,1.3,14.7,48.2,23.1,27.8,0.1,0.4,36.7,7.6,30.12,9,0,0,Moderately alkaline
3923,1.1,0.5,1.4,14.7,40.2,21.1,37.8,0,1.3,39.5,7.8,30.12,16.8,0,0,Moderately alkaline
3924,0.9,0.5,1.4,6.3,44.9,31.8,23.2,0.1,2.2,17.5,3.2,0.9,21.8,0.1,0,Moderately alkaline
3925,0.8,1.4,1.3,8.1,34.2,36.7,29.1,0,1.2,28.3,2,0.9,15.7,0,0.1,Moderately alkaline
3926,0.7,3.3,1.4,90.2,66.9,19.8,13.2,0.1,0.8,2.7,0.5,0.2,26,0.1,0,Moderately acidic
3929,18.4,1.5,1.3,NA,22.9,29.3,47.8,0.1,0.5,15.3,4.7,1.3,20.2,0.1,0.1,Neutral
3931,3.7,0.8,1.4,2,16.2,22.7,61.1,0.1,1.5,44.3,21.1,0.8,84.7,0,0,Neutral
